"director","type","title_produced"
"Faris Godus","TV Show","1"
"Charles Officer","Movie","1"
"Noor Imran Mithu","Movie","1"
"Jeannie Gaffigan","Movie","1"
"Tolu Awobiyi","Movie","1"
"Nora Twomey","Movie","1"
"Cho Li","TV Show","1"
"Neslihan Yesilyurt","TV Show","1"
"Preston A. Whitmore II","Movie","1"
"Ajithkumar","Movie","1"
"Luis Javier Henaine","Movie","1"
"Paween Purijitpanya","Movie","1"
"Robert Kenner","Movie","1"
"Shaad Ali","Movie","1"
"Rich Ragsdale","Movie","1"
"Felix Binder","Movie","1"
"Kang Cheng","Movie","1"
"Ferzan Özpetek","Movie","1"
"Halder Gomes","Movie","1"
"Alain Desrochers","Movie","1"
"Tolulope Itegboje","Movie","1"
"Nibal Arakji","Movie","1"
"Weica Wang","TV Show","1"
"Matthew McManus","Movie","1"
"Gary Winick","Movie","1"
"David Cantolla","Movie","1"
"Fritz Böhm","Movie","1"
"Obaid Alhmoudi","Movie","1"
"Juani Libonatti","Movie","1"
"Adarsh Eshwarappa","Movie","1"
"Jevons Au","Movie","1"
"Huang Hsin-Yao","Movie","1"
"Ladislaus Kiraly","Movie","1"
"Tanawat Aiemjinda","Movie","1"
"Garin Nugroho","Movie","1"
"Mathias Malzieu","Movie","1"
"Hong-seon Kim","Movie","1"
"Venkatesh Maha","Movie","1"
"Kristian Levring","Movie","1"
"Peter Yost","Movie","1"
"Trevor Ryan","Movie","1"
"Charlie Kaufman","Movie","1"
"Luke Jurevicius","Movie","1"
"Steve Cheng","Movie","1"
"Shagufta Rafique","Movie","1"
"Linda Korsten","Movie","1"
"Anuranjan Premji","Movie","1"
"Gabriela García Rivas","Movie","1"
"Sachin Kundalkar","Movie","1"
"Tony Datis","Movie","1"
"Ashu Trikha","Movie","1"
"Linda Saffire","Movie","1"
"Justin Krook","Movie","1"
"Birkan Pusa","Movie","1"
"Jason Kwan","Movie","1"
"Elle-Máijá Tailfeathers","Movie","1"
"Owll Mina","Movie","1"
"Jesús Magaña Vázquez","Movie","1"
"Abhishek Varman","Movie","1"
"Everardo Gout","TV Show","1"
"Mark McQueen","Movie","1"
"David Tryhorn","Movie","1"
"Manav Shah","Movie","1"
"Samuel Olatunji","Movie","1"
"Andrucha Waddington","TV Show","1"
"Ron Clements","Movie","1"
"Daniel J. Clark","Movie","1"
"Vibhu Virender Puri","Movie","1"
"Rick Benattar","Movie","1"
"Lô Politi","Movie","1"
"Fred Wolf","Movie","1"
"Huw Cordey","Movie","1"
"Peter Hewitt","Movie","1"
"Jason Hehir","TV Show","1"
"Andrés Beltrán","TV Show","1"
"Jean-Bernard Marlin","Movie","1"
"Brad Furman","Movie","1"
"Michael Simon","TV Show","1"
"Ken Kushner","Movie","1"
"Michelle Caputo","Movie","1"
"David Mrnka","Movie","1"
"Aruna Raje","Movie","1"
"Handan İpekçi","Movie","1"
"Azfar Jafri","Movie","1"
"Francesco Carrozzini","Movie","1"
"Arthur Penn","Movie","1"
"Scott McAboy","Movie","1"
"Steven Bognar","TV Show","1"
"Satish Manwar","Movie","1"
"Jonathan Sobol","Movie","1"
"Kyle Rideout","Movie","1"
"William Monahan","Movie","1"
"V. K. Prakash","Movie","1"
"Kiran Rao","Movie","1"
"Devika Bhagat","Movie","1"
"Clementine Malpas","Movie","1"
"Dado C. Lumibao","Movie","1"
"Leli Maki","Movie","1"
"Sushrut Jain","Movie","1"
"Rudge Campos","Movie","1"
"Richard van't Riet","Movie","1"
"Monière","Movie","1"
"Josh Vietze","Movie","1"
"Eeshwar Nivas","Movie","1"
"Gary Wang","Movie","1"
"Mohammed Alhmly","Movie","1"
"Gary Howsam","Movie","1"
"Wade Allain-Marcus","Movie","1"
"Gagan Puri","Movie","1"
"Kireet Khurana","Movie","1"
"Michael Lockshin","Movie","1"
"Raz Degan","Movie","1"
"Jarand Herdal","Movie","1"
"Chico Pereira","TV Show","1"
"Tianyu Zhao","Movie","1"
"Ertanto Robby Soediskam","Movie","1"
"Fred Cavayé","Movie","1"
"TT The Artist","Movie","1"
"B. Subhash","Movie","1"
"Eleonore Pourriat","Movie","1"
"Mark Tonderai","Movie","1"
"Susanne Bier","Movie","1"
"Jean-Simon Chartier","Movie","1"
"Eva Müller","Movie","1"
"Bryan Singer","Movie","1"
"Leanne Gater","Movie","1"
"Tsutomu Mizushima","TV Show","1"
"Yayo Herrero","Movie","1"
"Craig Anderson","Movie","1"
"Carol Reed","Movie","1"
"Rajesh Mapuskar","Movie","1"
"Tony Zierra","Movie","1"
"Dustin Hoffman","Movie","1"
"Matthew Salleh","Movie","1"
"Chineze Anyaene","Movie","1"
"Alex Burunova","Movie","1"
"Amy Segal","Movie","1"
"Juan Carlos Rulfo","Movie","1"
"Sunao Katabuchi","Movie","1"
"Odunlade Adekola","Movie","1"
"Paul G. Volk","Movie","1"
"Tejas Prabha Vijay Deoskar","Movie","1"
"Frank W Chen","Movie","1"
"Jeff Newitt","Movie","1"
"Hiroshi Aoyama","Movie","1"
"Kiko Cruz Claverol","TV Show","1"
"Saara Cantell","Movie","1"
"Jeff Rowe","Movie","1"
"Kelly Reichardt","Movie","1"
"Samuel Jouy","Movie","1"
"Charneice Fox","Movie","1"
"Alicky Sussman","Movie","1"
"Nicholas Zeig-Owens","Movie","1"
"Andrew Mogel","Movie","1"
"Maribel Sánchez-Maroto","TV Show","1"
"Peter Mimi","Movie","1"
"Damien Piscarel","Movie","1"
"Scott Walker","Movie","1"
"Juraj Šajmovič","Movie","1"
"Abby Epstein","Movie","1"
"Vinay Sapru","Movie","1"
"John Mitchell","Movie","1"
"Kheiron","Movie","1"
"Rodolphe Guenoden","Movie","1"
"Mark Risley","Movie","1"
"Martin Wood","Movie","1"
"Dylan C. Brown","Movie","1"
"Sam Upton","Movie","1"
"Christian Desmares","Movie","1"
"Shrihari Sathe","Movie","1"
"Mike Ezuruonye","Movie","1"
"Rajesh Ganguly","Movie","1"
"James Tovell","Movie","1"
"David Benioff","Movie","1"
"Saw Teong Hin","Movie","1"
"Hitoshi Namba","Movie","1"
"Catherine Hardwicke","Movie","1"
"Tim Hill","Movie","1"
"Andrew Fleming","Movie","1"
"Marta Jaenes","Movie","1"
"Kevin Ford","Movie","1"
"Sandy Chronopoulos","Movie","1"
"Luk Kim-ching","Movie","1"
"Niall Johnson","Movie","1"
"Ellen Page","Movie","1"
"Sam O'Steen","Movie","1"
"Ed Perkins","Movie","1"
"Duncan McMath","Movie","1"
"Rahat Kazmi","Movie","1"
"Anthony Russo","Movie","1"
"Sajid Khan","Movie","1"
"Mrighdeep Singh Lamba","Movie","1"
"Appie Boudellah","Movie","1"
"Roger Christian","Movie","1"
"Billy Corben","TV Show","1"
"Bob Persichetti","Movie","1"
"Cüneyt Kaya","Movie","1"
"Zackary Canepari","Movie","1"
"Claude Barras","Movie","1"
"Michael Pressman","Movie","1"
"Jared Hess","TV Show","1"
"William Kaufman","Movie","1"
"Neil Triffett","Movie","1"
"John Suits","Movie","1"
"Baz Luhrmann","Movie","1"
"Tom Edmunds","Movie","1"
"Cheang Pou Soi","Movie","1"
